Year,Cause Name,State,Deaths
2009,Influenza and pneumonia,New Hampshire,194
2004,Diabetes,Hawaii,194
2000,Influenza and pneumonia,New Hampshire,194
2012,Unintentional injuries,District of Columbia,194
2011,CLRD,Alaska,194
2013,Influenza and pneumonia,Rhode Island,195
2000,Alzheimer's disease,Nevada,195
2008,Diabetes,Rhode Island,195
2016,Influenza and pneumonia,South Dakota,195
2015,Diabetes,North Dakota,195
2002,Diabetes,South Dakota,195
2010,Suicide,New Hampshire,196
2010,Diabetes,Delaware,196
2007,Suicide,Montana,196
1999,Diabetes,South Dakota,196
2001,Diabetes,North Dakota,196
2010,Stroke,District of Columbia,196
2016,Stroke,Alaska,196
2009,CLRD,Alaska,196
2011,Alzheimer's disease,Hawaii,197
2008,Kidney disease,Hawaii,197
2010,Influenza and pneumonia,Rhode Island,197
2009,Suicide,Maine,197
2013,Diabetes,North Dakota,197
2013,CLRD,Alaska,197
2011,Suicide,New Hampshire,198
2012,Diabetes,Rhode Island,198
2015,Stroke,Wyoming,198
2012,Kidney disease,Hawaii,199
2007,Influenza and pneumonia,Hawaii,199
2010,Kidney disease,Rhode Island,199
2009,Stroke,District of Columbia,199
2014,Influenza and pneumonia,Idaho,200
2002,Unintentional injuries,District of Columbia,200
2011,Kidney disease,Hawaii,201
2002,Suicide,Nebraska,201
2006,Alzheimer's disease,Hawaii,201
2015,Suicide,Hawaii,201
2007,Alzheimer's disease,Delaware,201
2008,Diabetes,North Dakota,201
2015,Suicide,Alaska,201
2015,Kidney disease,Hawaii,202
2006,Suicide,Nebraska,202
2012,Suicide,New Hampshire,202
2003,Diabetes,Hawaii,202
2002,Suicide,Idaho,202
2000,Influenza and pneumonia,Montana,202
2009,Diabetes,South Dakota,202
2016,Influenza and pneumonia,New Hampshire,203
2000,Diabetes,Hawaii,203
2016,Diabetes,Delaware,203
2011,Alzheimer's disease,Delaware,203
2008,Suicide,Montana,203
2003,Diabetes,South Dakota,203
2000,Diabetes,North Dakota,203
1999,Diabetes,North Dakota,203
2012,Influenza and pneumonia,New Hampshire,204
2014,Suicide,Hawaii,204
2002,Diabetes,Hawaii,204
2003,Influenza and pneumonia,New Hampshire,204
2008,Alzheimer's disease,Delaware,204
2005,Diabetes,North Dakota,204
2000,Unintentional injuries,District of Columbia,204
2010,Stroke,Wyoming,204
2015,CLRD,Alaska,204
2012,Influenza and pneumonia,Maine,205
1999,Alzheimer's disease,Montana,205
2007,Alzheimer's disease,Vermont,205
2012,Stroke,Wyoming,205
2008,Influenza and pneumonia,Idaho,206
2010,Kidney disease,New Hampshire,206
2006,Diabetes,Rhode Island,206
2009,Diabetes,Delaware,206
2005,Suicide,Montana,206
2016,Influenza and pneumonia,Idaho,207
2003,Kidney disease,Utah,207
2009,Influenza and pneumonia,Idaho,207
2007,Influenza and pneumonia,New Hampshire,207
2010,Suicide,Hawaii,207
2001,Influenza and pneumonia,Hawaii,207
2011,Diabetes,North Dakota,207
2012,Stroke,District of Columbia,207
2005,Unintentional injuries,District of Columbia,207
2010,Kidney disease,Hawaii,208
2010,Influenza and pneumonia,Idaho,208
2001,Kidney disease,Maine,208
2016,Kidney disease,Delaware,208
2006,Diabetes,North Dakota,208
2016,Stroke,Wyoming,208
2013,Kidney disease,Hawaii,209
2012,Suicide,Maine,209
2000,Alzheimer's disease,North Dakota,209
2004,Diabetes,North Dakota,209
2011,Stroke,District of Columbia,209
1999,Unintentional injuries,Vermont,209
2001,Diabetes,District of Columbia,209
2007,Stroke,Wyoming,209
2006,Kidney disease,Utah,210
2001,Suicide,Idaho,210
2013,Influenza and pneumonia,Montana,210
2002,Diabetes,Montana,210
2004,Diabetes,Delaware,210
2015,Kidney disease,Maine,211
2008,Influenza and pneumonia,New Hampshire,211
2001,Alzheimer's disease,Nevada,211
2010,Diabetes,Rhode Island,211
1999,Diabetes,Hawaii,211
2003,Diabetes,North Dakota,211
2009,Kidney disease,Utah,212
2008,Kidney disease,Utah,212
2006,Influenza and pneumonia,New Hampshire,212
2000,Influenza and pneumonia,South Dakota,212
2001,Diabetes,South Dakota,212
2010,Unintentional injuries,District of Columbia,212
2009,Diabetes,Rhode Island,213
2015,Influenza and pneumonia,South Dakota,213
2005,Influenza and pneumonia,Montana,213
2012,Alzheimer's disease,Delaware,213
2013,Stroke,Wyoming,213
2011,Kidney disease,Nebraska,214
2009,Diabetes,North Dakota,214
2002,Diabetes,North Dakota,214
2014,Stroke,District of Columbia,214
2011,Stroke,Wyoming,214
2004,Stroke,Wyoming,214
2016,Kidney disease,Hawaii,215
2015,Diabetes,Delaware,215
2010,Alzheimer's disease,Delaware,215
2002,Diabetes,Delaware,215
2001,Influenza and pneumonia,New Hampshire,216
2008,Diabetes,South Dakota,216
2013,Unintentional injuries,District of Columbia,216
2012,Kidney disease,Nebraska,217
2003,Kidney disease,New Mexico,217
2011,Influenza and pneumonia,Idaho,217
2003,Suicide,Idaho,217
2008,Diabetes,Delaware,217
2014,Unintentional injuries,District of Columbia,217
2015,Influenza and pneumonia,Idaho,218
2008,Alzheimer's disease,Hawaii,218
2005,Diabetes,Hawaii,218
2013,Diabetes,Delaware,218
2012,Diabetes,South Dakota,218
2001,Diabetes,Delaware,218
2008,Alzheimer's disease,Vermont,218
2004,Stroke,District of Columbia,218
1999,Alzheimer's disease,Rhode Island,219
2004,Influenza and pneumonia,Idaho,219
2009,Suicide,Montana,219
2000,Alzheimer's disease,Montana,219
2004,Unintentional injuries,District of Columbia,219
2001,Kidney disease,Iowa,220
2016,Kidney disease,Nebraska,220
2013,Suicide,Nebraska,220
2014,Kidney disease,Hawaii,220
2007,Kidney disease,Utah,220
2002,Kidney disease,New Mexico,220
2011,Influenza and pneumonia,New Hampshire,220
2014,Suicide,Maine,220
2007,Stroke,District of Columbia,220
2000,Influenza and pneumonia,Hawaii,221
2009,Stroke,Vermont,221
2000,Diabetes,District of Columbia,221
1999,Diabetes,District of Columbia,221
2006,Stroke,District of Columbia,221
2005,Stroke,Wyoming,221
2013,Kidney disease,Nebraska,222
2006,Suicide,Idaho,222
2009,Influenza and pneumonia,Rhode Island,222
2008,Stroke,District of Columbia,222
2014,Kidney disease,Maine,223
2015,Suicide,Nebraska,223
2007,Suicide,Idaho,223
2007,Diabetes,Delaware,223
2001,Unintentional injuries,District of Columbia,223
2007,Influenza and pneumonia,Rhode Island,224
2014,Diabetes,South Dakota,224
2011,Diabetes,Delaware,224
2001,Alzheimer's disease,North Dakota,224
2006,Unintentional injuries,District of Columbia,224
2004,Diabetes,District of Columbia,224
2006,Kidney disease,Iowa,225
2009,Kidney disease,Hawaii,225
2006,Influenza and pneumonia,Idaho,225
1999,Kidney disease,Iowa,226
2013,Influenza and pneumonia,New Hampshire,226
2011,Influenza and pneumonia,Rhode Island,226
2016,Suicide,Maine,226
2014,Diabetes,Delaware,226
2006,Alzheimer's disease,Montana,226
2007,Diabetes,North Dakota,226
2004,Kidney disease,New Mexico,227
2010,Diabetes,Montana,227
2010,Suicide,Montana,227
2003,Influenza and pneumonia,South Dakota,227
2000,Diabetes,Montana,227
2011,Stroke,Vermont,227
2011,Kidney disease,Utah,228
2007,Influenza and pneumonia,Idaho,228
2005,Suicide,Idaho,228
2015,Suicide,New Hampshire,228
2009,Diabetes,Montana,228
2004,Alzheimer's disease,Montana,228
1999,Suicide,West Virginia,229
1999,Influenza and pneumonia,Hawaii,229
2001,Diabetes,Montana,229
2004,Diabetes,South Dakota,229
2000,Influenza and pneumonia,Delaware,229
2001,Unintentional injuries,Vermont,230
2016,Influenza and pneumonia,Maine,231
2005,Stroke,District of Columbia,231
1999,Kidney disease,Nebraska,232
2012,Suicide,Nebraska,232
2002,Kidney disease,Maine,232
2011,Suicide,Montana,232
2012,Diabetes,Montana,233
2012,Suicide,Montana,233
2005,Diabetes,Delaware,233
2003,Unintentional injuries,District of Columbia,233
2009,Stroke,Wyoming,233
2010,Influenza and pneumonia,Maine,234
2000,Unintentional injuries,Vermont,234
2008,Stroke,Wyoming,234
2004,Kidney disease,Utah,235
2015,Suicide,Maine,235
2011,Suicide,Maine,235
2000,Unintentional injuries,Rhode Island,235
2003,Alzheimer's disease,Montana,235
2003,Unintentional injuries,Vermont,235
2007,Influenza and pneumonia,Maine,236
2010,Diabetes,New Hampshire,236
2004,Influenza and pneumonia,Hawaii,236
2004,Suicide,Idaho,236
1999,Diabetes,Rhode Island,236
2006,Stroke,Wyoming,236
2003,Influenza and pneumonia,Hawaii,237
2002,Influenza and pneumonia,New Hampshire,237
2004,Diabetes,Montana,237
2013,Diabetes,South Dakota,237
2010,Alzheimer's disease,Vermont,238
2001,Unintentional injuries,North Dakota,238
2016,CLRD,Alaska,238
2016,Kidney disease,Maine,239
2005,Kidney disease,New Mexico,239
2016,Diabetes,Rhode Island,239
2001,Influenza and pneumonia,Idaho,239
2003,Diabetes,Delaware,239
2010,Diabetes,South Dakota,240
2002,Influenza and pneumonia,South Dakota,240
2002,Unintentional injuries,Vermont,240
2003,Kidney disease,Iowa,241
2005,Influenza and pneumonia,Hawaii,241
2012,Diabetes,Delaware,241
2005,Influenza and pneumonia,South Dakota,241
2005,Diabetes,South Dakota,241
2000,Alzheimer's disease,Rhode Island,242
2015,Stroke,District of Columbia,242
1999,Alzheimer's disease,Idaho,243
1999,Unintentional injuries,Rhode Island,243
2013,Suicide,Montana,243
2004,Alzheimer's disease,South Dakota,243
2004,Unintentional injuries,Wyoming,243
2002,Stroke,Wyoming,243
2016,Suicide,New Hampshire,244
1999,Diabetes,Montana,244
2005,Kidney disease,Nebraska,245
2000,Suicide,West Virginia,245
1999,Alzheimer's disease,Utah,245
2013,Suicide,Maine,245
2000,Unintentional injuries,Wyoming,245
2016,Suicide,Nebraska,246
2015,Influenza and pneumonia,Rhode Island,246
2002,Influenza and pneumonia,Hawaii,246
2002,Unintentional injuries,North Dakota,246
2007,Alzheimer's disease,Hawaii,247
2014,Suicide,New Hampshire,247
2007,Diabetes,South Dakota,247
2016,Stroke,Vermont,247
2007,Alzheimer's disease,Nevada,248
1999,Alzheimer's disease,New Mexico,248
2007,Diabetes,Rhode Island,248
2000,Unintentional injuries,North Dakota,248
2006,Kidney disease,Nebraska,249
2012,Alzheimer's disease,Hawaii,249
2006,Diabetes,Montana,249
2001,Alzheimer's disease,Montana,249
2005,Kidney disease,Iowa,250
2005,Kidney disease,Maine,250
2014,Diabetes,Montana,250
2013,Diabetes,Montana,250
2014,Suicide,Nebraska,251
2009,Influenza and pneumonia,Maine,251
2001,Alzheimer's disease,Rhode Island,251
2014,Suicide,Montana,251
2007,Kidney disease,New Mexico,252
2013,Kidney disease,Maine,252
2006,Kidney disease,Maine,252
2008,Suicide,Idaho,252
2014,Diabetes,Rhode Island,252
2003,Diabetes,Rhode Island,252
2011,Diabetes,Montana,252
1999,Influenza and pneumonia,Montana,252
2016,Stroke,District of Columbia,252
2000,Stroke,District of Columbia,252
2009,Suicide,West Virginia,253
2009,Alzheimer's disease,Hawaii,253
2002,Alzheimer's disease,Nevada,253
2005,Influenza and pneumonia,Rhode Island,253
2014,Alzheimer's disease,Montana,253
2016,Diabetes,South Dakota,253
2004,Unintentional injuries,Vermont,253
2003,Stroke,Wyoming,253
2000,Kidney disease,Nebraska,254
2008,Diabetes,Montana,254
2005,Suicide,West Virginia,255
2002,Influenza and pneumonia,Montana,255
2009,Alzheimer's disease,Montana,256
2003,Influenza and pneumonia,Montana,256
2012,Kidney disease,Maine,257
2011,Kidney disease,Maine,257
2006,Influenza and pneumonia,Hawaii,257
2008,Influenza and pneumonia,Rhode Island,257
2011,Alzheimer's disease,Vermont,257
2003,Stroke,District of Columbia,257
2009,Kidney disease,Nebraska,258
2014,Influenza and pneumonia,Maine,258
2013,Influenza and pneumonia,Maine,258
2013,Diabetes,Rhode Island,258
2011,Alzheimer's disease,Montana,258
2007,Diabetes,Montana,258
1999,Unintentional injuries,Wyoming,258
2013,Influenza and pneumonia,Idaho,259
1999,Kidney disease,Oregon,260
2002,Suicide,Connecticut,260
2013,Alzheimer's disease,Hawaii,260
2004,Influenza and pneumonia,Rhode Island,260
2007,Alzheimer's disease,Montana,260
2013,Stroke,Vermont,260
2005,Stroke,Vermont,260
2001,Stroke,Wyoming,260
2000,Stroke,Wyoming,260
2002,Kidney disease,Iowa,261
2008,Suicide,West Virginia,261
2003,Diabetes,Montana,261
2006,Kidney disease,New Mexico,262
2000,Alzheimer's disease,Idaho,262
2006,Diabetes,South Dakota,262
2010,Kidney disease,Utah,263
2015,Diabetes,Hawaii,263
2008,Influenza and pneumonia,Maine,263
2008,Kidney disease,Maine,263
2002,Diabetes,Rhode Island,263
2011,Diabetes,South Dakota,263
2015,Kidney disease,Nebraska,264
2011,Diabetes,Hawaii,264
2004,Kidney disease,Maine,264
2002,Alzheimer's disease,Rhode Island,264
2015,Alzheimer's disease,Delaware,264
1999,Influenza and pneumonia,South Dakota,264
2006,Stroke,Vermont,264
2014,Kidney disease,Nebraska,265
2003,Kidney disease,Maine,265
2002,CLRD,Hawaii,265
2012,Alzheimer's disease,Montana,265
2002,Influenza and pneumonia,Idaho,265
2001,Diabetes,Rhode Island,265
2007,CLRD,North Dakota,265
2010,Stroke,Vermont,265
2015,Unintentional injuries,District of Columbia,265
2001,Stroke,District of Columbia,265
1999,Stroke,Wyoming,265
2004,Kidney disease,Iowa,266
2002,Kidney disease,Oregon,266
2010,Influenza and pneumonia,Nebraska,266
2009,Influenza and pneumonia,Nebraska,266
2003,Suicide,West Virginia,266
1999,Alzheimer's disease,New Hampshire,266
2014,Stroke,Vermont,266
2014,Alzheimer's disease,Vermont,266
2014,Kidney disease,New Mexico,267
2003,Influenza and pneumonia,Rhode Island,267
2013,Alzheimer's disease,Montana,267
1999,Diabetes,Idaho,267
2005,Alzheimer's disease,Montana,267
2016,Suicide,Montana,267
1999,Unintentional injuries,Delaware,267
1999,Unintentional injuries,North Dakota,267
2011,Kidney disease,New Mexico,268
2006,Influenza and pneumonia,Rhode Island,268
2007,Kidney disease,Nebraska,269
2006,Suicide,West Virginia,269
2007,Kidney disease,Maine,269
2006,Influenza and pneumonia,Maine,269
2001,Influenza and pneumonia,Maine,269
2013,Alzheimer's disease,Vermont,269
2007,Stroke,Vermont,269
2012,Kidney disease,Utah,270
2008,Kidney disease,Nebraska,270
2008,Influenza and pneumonia,Hawaii,270
2001,CLRD,Wyoming,270
2007,Suicide,Connecticut,271
2013,Diabetes,Hawaii,271
2006,Diabetes,Hawaii,271
2004,Influenza and pneumonia,New Hampshire,271
2007,Kidney disease,Iowa,272
2003,Suicide,Connecticut,272
2010,Kidney disease,Maine,272
2009,Kidney disease,Maine,272
2010,Diabetes,Hawaii,272
2015,Suicide,Montana,272
2005,CLRD,North Dakota,272
2005,Unintentional injuries,Vermont,272
2001,Unintentional injuries,Wyoming,272
2005,Influenza and pneumonia,New Hampshire,273
2000,Alzheimer's disease,New Hampshire,273
2004,CLRD,North Dakota,273
1999,CLRD,North Dakota,273
2003,Unintentional injuries,Wyoming,273
1999,Suicide,Connecticut,274
2016,Kidney disease,Nevada,274
2009,Kidney disease,New Mexico,274
2004,Unintentional injuries,North Dakota,274
2015,Influenza and pneumonia,New Hampshire,275
2012,Diabetes,New Hampshire,275
2000,Alzheimer's disease,New Mexico,275
2006,Unintentional injuries,North Dakota,275
2010,Kidney disease,New Mexico,276
2002,Suicide,West Virginia,276
2014,Diabetes,Hawaii,276
2000,Diabetes,Nevada,276
2009,Diabetes,New Hampshire,276
2015,Diabetes,Rhode Island,276
2002,CLRD,Vermont,276
2002,Kidney disease,Nebraska,277
2012,Diabetes,Hawaii,277
2015,Alzheimer's disease,Montana,277
2002,Unintentional injuries,Rhode Island,277
1999,Kidney disease,Washington,278
2000,CLRD,Hawaii,278
2003,CLRD,Wyoming,278
2001,Kidney disease,Washington,279
2010,Suicide,West Virginia,279
2008,Alzheimer's disease,Nevada,279
2013,CLRD,Hawaii,279
2007,Unintentional injuries,North Dakota,279
2002,Stroke,District of Columbia,279
2011,Diabetes,New Hampshire,280
2007,Diabetes,New Hampshire,280
2001,CLRD,Hawaii,280
2004,Diabetes,Rhode Island,280
2012,Influenza and pneumonia,New Mexico,281
2006,Alzheimer's disease,Nevada,281
2011,Suicide,Idaho,281
2012,Stroke,Vermont,281
2008,Stroke,Vermont,281
1999,Suicide,Utah,282
2005,Diabetes,Rhode Island,282
2015,Diabetes,South Dakota,282
2003,Unintentional injuries,North Dakota,282
2001,Suicide,Connecticut,283
2004,Kidney disease,Nebraska,283
2004,Alzheimer's disease,Rhode Island,283
2006,CLRD,North Dakota,283
2000,CLRD,Wyoming,283
2012,Alzheimer's disease,Vermont,284
2012,Kidney disease,New Mexico,285
2016,Diabetes,Hawaii,285
2004,Suicide,West Virginia,285
2005,Diabetes,Montana,285
2002,Alzheimer's disease,Montana,285
2010,Unintentional injuries,North Dakota,285
2001,Suicide,West Virginia,286
1999,Diabetes,Nevada,286
2008,Diabetes,Hawaii,286
2003,Alzheimer's disease,New Hampshire,286
2008,Kidney disease,New Mexico,287
2005,CLRD,Hawaii,287
1999,Influenza and pneumonia,Maine,287
2003,CLRD,Hawaii,287
2005,Alzheimer's disease,North Dakota,287
2003,Unintentional injuries,Delaware,287
2005,Unintentional injuries,North Dakota,287
2000,Influenza and pneumonia,Idaho,288
2000,Suicide,Iowa,289
2001,Kidney disease,Nebraska,289
2010,Influenza and pneumonia,Hawaii,289
2005,Influenza and pneumonia,Idaho,289
1999,Influenza and pneumonia,Idaho,289
2002,Unintentional injuries,Wyoming,289
2010,Kidney disease,Nebraska,290
2004,Diabetes,Nevada,290
2000,Influenza and pneumonia,New Mexico,290
2010,Suicide,Idaho,290
1999,CLRD,Hawaii,290
2005,Alzheimer's disease,South Dakota,290
2001,Unintentional injuries,Delaware,290
2000,Unintentional injuries,Delaware,290
2012,Influenza and pneumonia,Nebraska,291
2009,Influenza and pneumonia,Hawaii,291
2007,Diabetes,Hawaii,291
2001,Diabetes,New Hampshire,291
2005,CLRD,Wyoming,291
2006,Suicide,Connecticut,292
2004,Alzheimer's disease,Nevada,292
2000,Diabetes,Rhode Island,292
2002,Unintentional injuries,Delaware,292
2000,Kidney disease,Washington,293
2001,Suicide,Kansas,293
2016,Kidney disease,New Mexico,293
2008,CLRD,Hawaii,293
2006,CLRD,Hawaii,293
1999,Unintentional injuries,Hawaii,293
2001,Unintentional injuries,Rhode Island,293
2005,Unintentional injuries,Delaware,293
2004,Suicide,Connecticut,294
2000,Suicide,Mississippi,294
2006,Diabetes,Nevada,294
2010,Influenza and pneumonia,New Mexico,294
2001,Alzheimer's disease,Idaho,294
1999,Diabetes,New Hampshire,294
2008,Alzheimer's disease,Montana,294
2002,Alzheimer's disease,North Dakota,294
2004,Unintentional injuries,Delaware,294
1999,Unintentional injuries,Alaska,294
2005,Kidney disease,Oregon,295
